recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
grok4_fast_dessert_903,grok4_fast,dessert,Lemon Bars,Healthy Lemon Bars with Almond Crust,"[""150 g Almond flour"", ""50 g Oat flour"", ""60 g Coconut oil, melted"", ""80 g Honey"", ""2 piece Egg, raw"", ""200 ml Lemon juice, fresh"", ""Zest of 2 lemons"", ""40 g Cornstarch"", ""25 g Honey, extra"", ""1 tsp Baking powder""]","Preheat your oven to 180°C. Line an 20x20 cm baking pan with parchment paper. In a bowl, mix the almond flour, oat flour, and baking powder. Stir in the melted coconut oil and 80 g honey until a dough forms. Press this mixture firmly into the bottom of the prepared pan to form the crust. Bake for 15 minutes until lightly golden. While the crust bakes, in another bowl whisk together the eggs, lemon juice, lemon zest, cornstarch, and extra 25 g honey until smooth. Remove the crust from the oven and pour the lemon mixture over it. Return to the oven and bake for another 20-25 minutes until the filling is set but slightly jiggly in the center. Allow to cool completely at room temperature, then refrigerate for at least 2 hours to firm up. Cut into 9 squares and dust with a little powdered sugar if desired before serving.",9,2200,42,140,210,50,140,18,0.5,500,6,400,700,1500,5,100,50,50,2,20,100,100,1.2,0.5,1,3,0.8,7,moderate,4
grok4_fast_dessert_904,grok4_fast,dessert,Lemon Bars,Healthy Lemon Bars with Almond Crust,"[""150 g Almond flour"", ""50 g Oats, rolled"", ""30 g Coconut oil, melted"", ""40 g Maple syrup"", ""2 piece Egg, raw"", ""200 ml Lemon juice, fresh"", ""100 g Honey"", ""30 g Cornflour"", ""1 piece Lemon zest, from 1 lemon""]","Preheat your oven to 180°C. In a bowl, mix the almond flour, rolled oats, melted coconut oil, and 20 g of the maple syrup until it resembles wet sand. Press this mixture firmly into the bottom of a 20x20 cm baking dish lined with parchment paper to form the crust. Bake for 15 minutes until lightly golden. While the crust bakes, in another bowl, whisk together the eggs, fresh lemon juice, honey, cornflour, the remaining 20 g maple syrup, and finely grated lemon zest until smooth and fully combined. Remove the crust from the oven and pour the lemon filling over it. Return to the oven and bake for another 20-25 minutes, until the filling is set and no longer jiggly in the center. Allow to cool completely at room temperature, then refrigerate for at least 2 hours to firm up. Cut into 9 squares before serving.",9,2100,42,122,208,32,142,18,0.3,520,6.5,420,780,1450,5.2,120,45,120,3.5,18,60,110,1.8,0.6,1.2,4.5,0.8,8,moderate,3
grok4_fast_dessert_905,grok4_fast,dessert,Lemon Bars,Healthy Lemon Bars with Oat Crust,"[""150 g Oats, rolled"", ""100 g Almonds, whole"", ""50 g Coconut oil"", ""30 g Honey"", ""3 piece Egg, raw"", ""200 g Greek yogurt, low-fat"", ""100 ml Lemon juice, fresh"", ""1 piece Lemon zest, from 1 lemon"", ""50 g Whole wheat flour"", ""40 g Honey"", ""5 g Baking powder""]","Preheat your oven to 180°C and line a 20x20 cm baking dish with parchment paper. In a food processor, pulse the oats, almonds, coconut oil, and 30 g honey until the mixture resembles coarse crumbs and sticks together when pressed. Press this mixture firmly into the bottom of the prepared baking dish to form the crust. Bake the crust for 15 minutes until lightly golden, then remove from the oven and let it cool slightly. In a large bowl, whisk together the eggs, Greek yogurt, lemon juice, lemon zest, whole wheat flour, 40 g honey, and baking powder until smooth and well combined. Pour this filling evenly over the cooled crust. Return the dish to the oven and bake for 20-25 minutes, or until the filling is set in the center and the top is just starting to turn golden. Allow the lemon bars to cool completely in the dish at room temperature, then refrigerate for at least 2 hours to firm up. Cut into 9 squares before serving.",9,2350,72,128,218,42,92,24,1.2,850,12.5,520,1200,2200,8.5,120,85,250,2.5,15,65,220,1.8,1.2,1.6,8,1.2,6,moderate,4
grok4_fast_dessert_906,grok4_fast,dessert,Macaroons,Healthy Coconut Almond Macaroons with Dark Chocolate Drizzle,"[""100 g Coconut flakes, desiccated"", ""80 g Almonds, whole, blanched"", ""2 piece Egg white, raw"", ""50 g Honey, blossom"", ""1 tsp Vanilla extract"", ""30 g Dark chocolate, 70% cocoa, melted""]","Preheat your oven to 160°C and line a baking sheet with parchment paper. In a food processor, pulse the almonds until finely ground but not turning into almond butter, about 30 seconds. In a large bowl, whisk the egg whites until stiff peaks form, which takes about 2-3 minutes with an electric mixer. Gently fold in the ground almonds, coconut flakes, honey, and vanilla extract until the mixture is well combined and holds together when squeezed. Using a tablespoon, scoop out portions of the mixture and shape them into small mounds on the prepared baking sheet, leaving about 2 cm between each. Bake in the preheated oven for 15-18 minutes or until the edges are golden brown and the macaroons are firm to the touch. Remove from the oven and let them cool completely on the baking sheet. Once cooled, drizzle with the melted dark chocolate using a spoon. Allow the chocolate to set at room temperature for 30 minutes before serving.",20,1850,36,142,112,62,72,24,0.2,320,8,420,650,1450,5,10,15,0,0,12,2,40,0,0.3,0.8,3,0.4,6,moderate,4
grok4_fast_dessert_907,grok4_fast,dessert,Macaroons,Healthy Coconut Almond Macaroons with Oats,"[""100 g Coconut flakes, desiccated"", ""80 g Oats, rolled"", ""50 g Almonds, whole, blanched"", ""2 piece Egg white, raw"", ""40 g Honey"", ""1 tsp Vanilla extract"", ""0.5 tsp Baking powder""]","Preheat your oven to 160°C and line a baking sheet with parchment paper. In a food processor, pulse the oats and almonds until they form a fine meal, being careful not to overprocess into butter. Transfer to a large bowl and stir in the coconut flakes and baking powder. In a separate clean bowl, whisk the egg whites until stiff peaks form, then gently fold in the honey and vanilla extract. Gradually fold the egg white mixture into the dry ingredients until just combined, ensuring the batter holds together. Using a spoon or cookie scoop, drop tablespoon-sized mounds onto the prepared baking sheet, spacing them 5 cm apart. Bake for 15-18 minutes or until the edges are golden and the macaroons are firm to the touch. Allow them to cool completely on the baking sheet before serving.",20,1650,38,105,145,45,52,20,0.3,250,6.5,320,650,1250,4.5,10,15,0,0,12,1,45,0,0.6,0.5,3.5,0.4,6,moderate,4
grok4_fast_dessert_908,grok4_fast,dessert,Macaroons,Healthy Coconut Almond Macaroons with Oats,"[""100 g Coconut flakes, desiccated, unsweetened"", ""80 g Oats, rolled, dry"", ""50 g Almonds, whole, blanched"", ""50 g Egg white, raw"", ""40 g Honey, blossom"", ""1 g Salt, table"", ""5 g Coconut oil, virgin""]","Preheat your oven to 160°C and line a baking sheet with parchment paper. In a food processor, pulse the almonds until finely chopped but not turned into paste, then add the oats and coconut flakes and pulse briefly to combine. In a large bowl, whisk the egg whites with the salt until frothy, then stir in the honey and coconut oil until smooth. Add the dry mixture to the wet ingredients and mix until a sticky dough forms; it should hold together when squeezed. Using a teaspoon, scoop small mounds of dough onto the prepared baking sheet, spacing them 3 cm apart. Bake for 15-18 minutes until the edges are golden and the macaroons feel firm to the touch. Remove from the oven and let them cool completely on the baking sheet before transferring to a wire rack.",20,2050,45,125,165,65,55,25,1,250,8,350,650,1400,5,10,20,0,0,12,1,50,0,0.5,0.6,3,0.4,6,moderate,4
grok4_fast_dessert_909,grok4_fast,dessert,Macaroons,Healthy Coconut Almond Macaroons with Oats,"[""100 g Coconut flakes, desiccated"", ""80 g Oats, rolled"", ""50 g Almonds, ground"", ""2 piece Egg white, raw"", ""30 g Honey"", ""1 tsp Vanilla extract"", ""0.5 tsp Baking powder""]","Preheat your oven to 160°C and line a baking sheet with parchment paper. In a large bowl, whisk the egg whites until they form stiff peaks, which takes about 2-3 minutes with an electric mixer. Gently fold in the honey and vanilla extract until combined. In a separate bowl, mix the coconut flakes, rolled oats, ground almonds, and baking powder. Gradually fold the dry mixture into the egg whites until a thick batter forms; it should hold together when squeezed. Using a tablespoon, scoop portions of the batter onto the prepared baking sheet, spacing them 3 cm apart, and shape them into small mounds if needed. Bake in the preheated oven for 15-18 minutes, or until the macaroons are golden brown on the edges and firm to the touch. Remove from the oven and let them cool on the baking sheet for 10 minutes before transferring to a wire rack to cool completely.",18,1450,32,92,126,45,42,20,0.3,150,6,250,500,900,4,10,15,0,0,8,0,40,0,0.5,0.4,2,0.3,6,moderate,4
grok4_fast_dessert_910,grok4_fast,dessert,Macaroons,Healthy Coconut Almond Macaroons with Oats,"[""100 g Coconut flakes, desiccated"", ""50 g Oats, rolled"", ""50 g Almonds, whole, blanched"", ""2 piece Egg white, raw"", ""50 g Honey"", ""1 tsp Vanilla extract"", ""0.5 tsp Baking powder""]","Preheat your oven to 160°C and line a baking sheet with parchment paper. In a food processor, pulse the almonds and oats together until they form a fine meal, being careful not to overprocess into butter. Transfer to a large bowl and stir in the coconut flakes and baking powder. In a separate clean bowl, whisk the egg whites until they form soft peaks, then gradually whisk in the honey and vanilla extract until the mixture is glossy and holds stiff peaks. Gently fold the egg white mixture into the dry ingredients until just combined, forming a sticky dough. Using a spoon or cookie scoop, drop tablespoon-sized mounds of the dough onto the prepared baking sheet, spacing them about 3 cm apart. Bake in the preheated oven for 15-18 minutes, or until the macaroons are golden brown on the edges and firm to the touch. Remove from the oven and let them cool completely on the baking sheet before serving.",18,1650,37,102,152,43,72,21,0.4,250,6,320,650,1200,4.5,20,15,0,0,12,1,40,0,0.4,0.6,2.5,0.3,7,moderate,4
grok4_fast_dessert_911,grok4_fast,dessert,Mousses,Berry Avocado Chocolate Mousse,"[""200 g Avocado, raw, flesh only"", ""200 g Raspberries, raw"", ""200 g Blueberries, raw"", ""40 g Cocoa powder, natural, unsweetened"", ""100 ml Almond milk, unsweetened"", ""1 g Stevia extract powder"", ""5 g Vanilla extract"", ""20 ml Lemon juice, fresh""]","Cut the avocados in half, remove the pits, and scoop out the flesh into a blender or food processor. Add the raspberries, blueberries, cocoa powder, almond milk, stevia extract powder, vanilla extract, and lemon juice. Blend on high speed until the mixture is completely smooth and creamy, scraping down the sides as needed, which should take about 2-3 minutes. Taste and adjust sweetness if necessary by adding a tiny bit more stevia. Divide the mousse into 4 serving glasses or bowls. Refrigerate for at least 1 hour to chill and set. Serve cold, garnished with a few fresh berries if desired.",4,825,18.5,60.2,71.8,9.8,22.4,36.2,0.4,420,9.8,320,480,2300,4.2,10,8,45,0,8.5,65,220,0,0.4,0.6,4.2,1.2,5,healthy,6
grok4_fast_dessert_912,grok4_fast,dessert,Mousses,Berry Yogurt Mousse with Chia Seeds,"[""400 g Yogurt, plain, low-fat"", ""200 g Raspberries, raw"", ""100 g Blueberries, raw"", ""30 g Chia seeds, dried"", ""1 tsp Vanilla extract"", ""100 ml Whipping cream, 35% fat"", ""20 g Honey"", ""10 g Gelatin powder"", ""50 ml Water, cold""]","In a small bowl, sprinkle the gelatin powder over the cold water and let it bloom for 5 minutes until it softens and absorbs the liquid. Gently heat the bloomed gelatin in a microwave for 10-15 seconds until it fully dissolves, stirring well; set aside to cool slightly. In a blender or food processor, puree the raspberries and blueberries until smooth. In a large mixing bowl, whisk the plain yogurt with the honey and vanilla extract until creamy. Fold in the chia seeds and let the mixture sit for 10 minutes to thicken slightly as the seeds absorb moisture. Whip the whipping cream in a separate bowl to soft peaks using an electric mixer on medium speed. Gently fold the pureed berries, cooled gelatin, and whipped cream into the yogurt mixture until fully combined and no streaks remain; the mixture should be light and airy. Divide the mousse evenly into 4 serving glasses or ramekins. Refrigerate for at least 2 hours, or until set and chilled. Serve cold, garnished with a few fresh berries if desired.",4,1050,42,48,92,22,52,22,0.4,680,4.2,140,620,1250,4.5,45,28,320,1.2,2.8,32,85,2.1,0.4,1.2,3.5,0.6,6,healthy,5
grok4_fast_dessert_913,grok4_fast,dessert,Mousses,Dark Chocolate Avocado Mousse with Berries,"[""300 g Avocados, raw, peeled and pitted"", ""50 g Cocoa powder, unsweetened"", ""100 g Honey"", ""200 ml Milk, semi-skimmed"", ""5 g Vanilla extract"", ""100 g Raspberries, raw"", ""100 g Blueberries, raw""]","Cut the avocados in half, remove the pits, scoop out the flesh, and place it in a blender or food processor. Add the cocoa powder, honey, milk, and vanilla extract. Blend on high speed for 2-3 minutes until the mixture is completely smooth and creamy, scraping down the sides as needed. Taste and adjust sweetness if desired, but it should be perfectly balanced. Divide the mousse evenly into 4 serving glasses or bowls. Refrigerate for at least 1 hour to set and chill. Before serving, top each mousse with 25 g of raspberries and 25 g of blueberries. Serve cold and enjoy the rich, velvety texture.",4,1420,21,88,142,16,92,37,0.4,420,9.5,320,650,3200,4.5,40,8,60,1.2,8,45,210,1.5,0.5,0.6,4.5,1.8,6,moderate,4
grok4_fast_dessert_914,grok4_fast,dessert,Mousses,Berry Chia Yogurt Mousse with Avocado Cream,"[""300 g Yogurt, plain, low-fat"", ""100 g Avocado, raw, peeled"", ""150 g Raspberries, raw"", ""100 g Blueberries, raw"", ""30 g Chia seeds"", ""50 ml Lemon juice, fresh"", ""20 g Honey"", ""10 g Mint leaves, fresh, chopped"", ""1 g Vanilla extract""]","In a blender, combine the yogurt, avocado, lemon juice, honey, and vanilla extract. Blend on high speed until completely smooth and creamy, about 1-2 minutes. Transfer the mixture to a large bowl. Gently fold in the chia seeds, ensuring they are evenly distributed, then let it sit for 10 minutes to thicken slightly. In a separate bowl, mash half of the raspberries and blueberries with a fork until juicy but still chunky, then fold them into the yogurt mixture along with the remaining whole berries and chopped mint. Whip the mixture lightly with a hand mixer on low speed for 1 minute to incorporate air and achieve a fluffy mousse texture. Spoon the mousse into 4 serving glasses or bowls. Refrigerate for at least 30 minutes to set. Serve chilled, garnished with a few extra berries if desired.",4,892,25.5,45.2,85.6,7.8,42.3,28.4,0.3,620,4.8,210,580,1650,3.9,32,18,120,0.2,4.5,48,145,1.2,0.4,0.8,2.9,0.7,6,healthy,5
grok4_fast_dessert_915,grok4_fast,dessert,Mousses,Berry Chia Yogurt Mousse,"[""400 g Yogurt, plain, low fat"", ""200 g Mixed berries, frozen, thawed"", ""50 g Chia seeds"", ""100 ml Milk, semi-skimmed"", ""1 tsp Honey"", ""5 g Gelatine powder"", ""50 ml Water, cold""]","In a small bowl, sprinkle the gelatine powder over the cold water and let it bloom for 5 minutes until it softens and absorbs the liquid. Gently heat the bloomed gelatine in a microwave for 10-15 seconds on low power until it fully dissolves, stirring once; do not boil. In a blender, combine the yogurt, thawed mixed berries, chia seeds, milk, and honey. Blend on high speed for 1-2 minutes until smooth and creamy. With the blender running on low, slowly pour in the dissolved gelatine and blend for another 30 seconds to incorporate evenly. Pour the mixture into 4 individual serving glasses or ramekins. Refrigerate for at least 2 hours, or until set and mousse-like in texture; the top should jiggle slightly but hold its shape. Serve chilled, optionally garnished with fresh berries.",4,850,38,28,72,7,42,22,0.4,780,5.2,220,650,1100,4.5,40,25,150,1.2,2.8,25,80,1.8,0.4,1.2,2.5,0.4,6,healthy,5
grok4_fast_dessert_916,grok4_fast,dessert,Oatmeal Cookies,Healthy Oatmeal Raisin Cookies with Cinnamon,"[""100 g Oats, rolled"", ""100 g Flour, wheat, wholemeal"", ""80 g Sugar, brown"", ""50 g Raisins, seedless"", ""50 g Butter, unsalted"", ""1 piece Egg, raw"", ""5 g Cinnamon, ground"", ""3 g Baking powder"", ""2 g Salt"", ""5 ml Milk, semi-skimmed""]","Preheat your oven to 180°C and line a baking sheet with parchment paper. In a large bowl, cream together the butter and brown sugar using a wooden spoon or electric mixer until light and fluffy, about 2 minutes. Beat in the egg until fully combined. In a separate bowl, whisk together the oats, wholemeal flour, cinnamon, baking powder, and salt. Gradually stir the dry ingredients into the wet mixture until just combined, then fold in the raisins and milk to form a dough. Drop tablespoon-sized portions of dough onto the prepared baking sheet, spacing them about 5 cm apart. Gently flatten each mound with your fingers. Bake in the preheated oven for 10-12 minutes, until the edges are golden brown but the centers are still soft. Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.",20,2150,42,62,350,28,120,28,4.9,320,15,280,750,1200,6,60,45,400,2,4,2,120,1,1.2,0.8,8,0.8,6,moderate,4
grok4_fast_dessert_917,grok4_fast,dessert,Oatmeal Cookies,Healthy Oatmeal Raisin Cookies with Cinnamon and Nuts,"[""120 g Rolled oats"", ""100 g Whole wheat flour"", ""60 g Almonds, chopped"", ""80 g Raisins"", ""50 g Coconut oil"", ""60 g Honey"", ""1 piece Egg, raw"", ""50 g Apple, grated"", ""5 g Baking powder"", ""2 g Cinnamon, ground"", ""1 g Salt"", ""5 ml Vanilla extract""]","Preheat your oven to 180°C and line a baking sheet with parchment paper. In a large bowl, mix the rolled oats, whole wheat flour, chopped almonds, raisins, baking powder, cinnamon, and salt. In a separate bowl, whisk together the melted coconut oil, honey, egg, grated apple, and vanilla extract until smooth. Combine the wet ingredients with the dry ingredients and stir until a dough forms; do not overmix. Scoop tablespoon-sized portions of dough onto the prepared baking sheet, spacing them 5 cm apart, and gently flatten each with your fingers. Bake for 10-12 minutes until the edges are golden and the centers are set. Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.",24,2850,64,124,366,42,142,38,2.5,450,18,520,1200,2300,8.5,120,65,180,2.5,12,6,140,1.2,1.1,0.8,6,0.9,6,moderate,4
grok4_fast_dessert_918,grok4_fast,dessert,Oatmeal Cookies,Healthy Oatmeal Raisin Cookies with Cinnamon,"[""100 g Oats, rolled"", ""100 g Flour, wheat, wholemeal"", ""50 g Sugar, brown"", ""40 g Margarine, 60-80% fat"", ""1 piece Egg, raw"", ""50 g Raisins, seedless"", ""5 g Cinnamon, ground"", ""2 g Baking powder"", ""1 g Salt, table"", ""20 ml Milk, skimmed""]","Preheat your oven to 180°C and line a baking sheet with parchment paper. In a large bowl, cream together the margarine and brown sugar until light and fluffy, about 2 minutes. Beat in the egg until fully combined. In a separate bowl, whisk together the wholemeal flour, oats, cinnamon, baking powder, and salt. Gradually add the dry ingredients to the wet mixture, stirring until just combined. Fold in the raisins and milk to form a soft dough. Drop tablespoon-sized portions of dough onto the prepared baking sheet, spacing them 5 cm apart. Flatten slightly with the back of a spoon. Bake for 10-12 minutes or until the edges are golden brown. Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.",20,1850,38,58,296,13,102,26,3.2,250,12,250,650,1200,4.5,40,35,400,1.5,3,2,150,0.8,0.8,0.5,4,0.6,6,moderate,4
grok4_fast_dessert_919,grok4_fast,dessert,Oatmeal Cookies,Healthy Oatmeal Raisin Cookies with Cinnamon and Almonds,"[""150 g Oats, rolled"", ""100 g Whole wheat flour"", ""75 g Almonds, chopped"", ""100 g Raisins"", ""50 g Applesauce, unsweetened"", ""40 g Coconut oil"", ""50 g Honey"", ""1 piece Egg, raw"", ""5 g Baking powder"", ""2 g Cinnamon, ground"", ""1 g Salt"", ""5 g Vanilla extract""]","Preheat your oven to 180°C and line a baking sheet with parchment paper. In a large bowl, mix together the oats, whole wheat flour, chopped almonds, raisins, baking powder, cinnamon, and salt. In a separate bowl, whisk the applesauce, coconut oil, honey, egg, and vanilla extract until smooth. Combine the wet ingredients with the dry ingredients and stir until just combined; the dough will be slightly sticky. Scoop tablespoon-sized portions of dough onto the prepared baking sheet, spacing them about 5 cm apart, and gently flatten each one with your fingers. Bake for 10-12 minutes until the edges are golden and the centers are set but still soft. Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.",24,2850,70,120,380,40,140,40,2.5,450,18,450,1200,2200,8,60,50,150,2,12,4,200,1,1.2,0.8,6,1,6,moderate,4
grok4_fast_dessert_920,grok4_fast,dessert,Oatmeal Cookies,Healthy Oatmeal Raisin Cookies with Cinnamon and Almonds,"[""150 g Oats, rolled"", ""120 g Flour, wheat, wholemeal"", ""80 g Almonds, whole, blanched"", ""100 g Raisins, seedless"", ""1 piece Egg, raw"", ""80 g Butter, unsalted"", ""50 g Honey"", ""30 g Brown sugar"", ""5 g Cinnamon, ground"", ""3 g Baking powder"", ""2 g Salt"", ""5 ml Milk, semi-skimmed""]","Preheat your oven to 180°C and line a baking sheet with parchment paper. In a large bowl, cream together the softened butter, honey, and brown sugar until light and fluffy, about 2 minutes with an electric mixer. Beat in the egg until fully incorporated. In a separate bowl, whisk together the wholemeal flour, oats, chopped almonds, cinnamon, baking powder, and salt. Gradually add the dry ingredients to the wet mixture, stirring until just combined, then fold in the raisins. If the dough feels too sticky, add the milk. Scoop tablespoon-sized portions of dough onto the prepared baking sheet, spacing them 5 cm apart, and gently flatten each with the back of a spoon. Bake for 12-14 minutes or until the edges are golden brown and the centers are set. Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.",24,3850,79,178,488,60,194,44,5.2,620,18,530,1350,2800,9,120,65,750,2.5,18,4,220,1.2,1.4,1.1,8,1.2,7,moderate,4
grok4_fast_dessert_921,grok4_fast,dessert,Pavlovas,Healthy Berry and Kiwi Pavlova with Yogurt Topping,"[""180 g Egg white, raw"", ""220 g Sugar, white, granulated"", ""2 g Cornstarch"", ""5 ml White vinegar"", ""5 ml Vanilla extract"", ""200 g Greek yogurt, plain, low-fat"", ""150 g Kiwi fruit, raw"", ""100 g Raspberries, raw"", ""100 g Strawberries, raw"", ""50 g Blueberries, raw""]","Preheat your oven to 120°C and line a baking sheet with parchment paper. In a clean, dry bowl, beat the egg whites with an electric mixer on medium speed until soft peaks form. Gradually add the sugar, one tablespoon at a time, beating on high speed until the meringue is glossy and holds stiff peaks, about 8-10 minutes. Sift in the cornstarch and gently fold it in along with the vinegar and vanilla extract using a spatula. Spoon or pipe the meringue into four 12 cm nests on the prepared baking sheet, creating indentations in the centers. Bake for 1 hour and 15 minutes until the pavlovas are crisp on the outside but soft inside; turn off the oven and leave them to cool completely with the door slightly ajar, about 2 hours. Once cooled, spoon 50 g of Greek yogurt into each nest. Peel and slice the kiwi fruit, then arrange the kiwi slices, raspberries, strawberries, and blueberries attractively on top of the yogurt just before serving.",4,1450,33,7,300,3,260,9,0.4,280,2.5,90,420,1050,2.2,45,52,25,0.2,2.1,120,95,0.8,0.2,0.9,1.5,0.4,10,moderate,2
grok4_fast_dessert_922,grok4_fast,dessert,Pavlovas,Healthy Berry and Kiwi Pavlova with Greek Yogurt,"[""120 g Egg white, raw"", ""220 g Sugar, white"", ""2 g Vanilla extract"", ""1 g Cornstarch"", ""5 g White vinegar"", ""300 g Greek yogurt, plain, low-fat"", ""200 g Strawberries, raw"", ""150 g Kiwi fruit, raw"", ""100 g Blueberries, raw"", ""20 g Mint leaves, fresh""]","Preheat your oven to 120°C and line a large baking tray with parchment paper. In a clean, dry bowl, beat the egg whites with an electric mixer on medium speed until soft peaks form. Gradually add the sugar, one tablespoon at a time, beating on high speed until the meringue is thick, glossy, and holds stiff peaks, which should take about 10 minutes. Sift in the cornstarch, add the vanilla extract and vinegar, and gently fold everything together with a spatula until just combined. Spoon the meringue onto the prepared tray in 6 even mounds, using the back of the spoon to create slight dips in the centers and smooth the edges. Bake for 1 hour and 15 minutes until the pavlovas are crisp on the outside but still soft in the middle; they should lift off the paper easily. Turn off the oven and leave the pavlovas inside with the door slightly ajar to cool completely for at least 2 hours. Once cooled, top each pavlova generously with Greek yogurt, then arrange sliced strawberries, kiwis, and blueberries on top. Garnish with fresh mint leaves and serve immediately.",6,1650,38,12,340,6,310,8,0.4,380,2.5,110,450,1200,2.2,40,45,30,0.2,1.8,140,90,1.2,0.3,1.1,2.5,0.6,10,moderate,2
grok4_fast_dessert_923,grok4_fast,dessert,Pavlovas,Healthy Berry and Kiwi Pavlova with Whipped Yogurt,"[""150 g Egg white, raw"", ""200 g Cane sugar"", ""1 g Salt, table"", ""2 g Cream of tartar"", ""5 g Cornstarch, maize"", ""5 ml Lemon juice"", ""300 g Yogurt, plain, low-fat"", ""150 g Raspberries, raw"", ""150 g Blueberries, raw"", ""150 g Kiwi fruit, raw"", ""20 g Mint leaves, fresh""]","Preheat your oven to 120°C and line a baking sheet with parchment paper. In a clean, dry bowl, beat the egg whites with the salt and cream of tartar using an electric mixer on medium speed until soft peaks form. Gradually add the cane sugar, one tablespoon at a time, beating on high speed until the meringue is glossy and holds stiff peaks, about 8-10 minutes. Sift in the cornstarch and gently fold it in along with the lemon juice using a spatula. Spoon or pipe the meringue into four 12 cm nests on the prepared baking sheet, creating slight indentations in the centers. Bake for 1 hour and 15 minutes, then turn off the oven and leave the pavlovas inside with the door slightly ajar for another hour to cool completely and crisp up. Whip the yogurt until smooth and slightly thickened. To serve, place each pavlova on a plate, fill the centers with whipped yogurt, top generously with raspberries, blueberries, and sliced kiwi fruit, and garnish with fresh mint leaves. Serve immediately for the best texture.",4,1450,32,6,310,2.5,260,12,2.5,420,2.5,120,520,1400,2.8,48,42,80,0.3,3.2,140,120,1.5,0.4,1.2,2.5,0.6,9,moderate,3
grok4_fast_dessert_924,grok4_fast,dessert,Pavlovas,Healthy Berry and Kiwi Pavlova with Greek Yogurt,"[""150 g Egg white, raw"", ""200 g Cane sugar"", ""2 g Cornstarch"", ""5 g Vanilla extract"", ""200 g Greek yogurt, low-fat"", ""100 g Kiwi fruit, raw"", ""150 g Strawberries, raw"", ""100 g Blueberries, raw"", ""10 g Lemon juice""]","Preheat your oven to 120°C and line a baking sheet with parchment paper. In a clean, dry bowl, beat the egg whites with an electric mixer on medium speed until soft peaks form. Gradually add the cane sugar, one tablespoon at a time, beating on high speed until the meringue is stiff, glossy, and holds its shape, about 8-10 minutes. Sift the cornstarch over the meringue, add the vanilla extract, and gently fold in with a spatula until just combined. Spoon or pipe the meringue into four 10 cm nests on the prepared baking sheet, creating a slight dip in the center of each. Bake for 1 hour and 15 minutes until the pavlovas are crisp on the outside and lift off the paper easily. Turn off the oven and let them cool completely inside with the door slightly ajar, for at least 2 hours. Once cooled, spoon 50 g of Greek yogurt into the center of each pavlova nest. Peel and slice the kiwi, halve the strawberries, and mix the berries with lemon juice. Arrange the fresh fruit attractively over the yogurt. Serve immediately for the best texture.",4,1450,37,6,284,2.5,250,8,0.5,320,2.5,90,450,950,2.2,40,45,25,0.2,2.1,120,85,0.8,0.3,0.9,2.5,0.4,8,moderate,2
grok4_fast_dessert_925,grok4_fast,dessert,Pavlovas,Healthy Berry and Kiwi Pavlova with Greek Yogurt,"[""120 g Egg white, raw"", ""200 g Sugar, white"", ""2 g Cornstarch"", ""5 ml White vinegar"", ""5 ml Vanilla extract"", ""150 g Yogurt, greek, plain, low-fat"", ""100 g Raspberries, raw"", ""100 g Strawberries, raw"", ""2 piece Kiwi fruit, raw""]","Preheat your oven to 120°C and line a large baking tray with parchment paper. In a clean, dry bowl, beat the egg whites with an electric mixer on medium speed until soft peaks form, about 2 minutes. Gradually add the sugar, one tablespoon at a time, beating on high speed until the meringue is glossy and holds stiff peaks, about 8-10 minutes. Sift the cornstarch over the meringue, add the vinegar and vanilla extract, and gently fold in with a spatula until just combined. Spoon or pipe the meringue into 4 large nests on the prepared tray, creating a slight dip in the center of each. Bake for 1 hour and 15 minutes, then turn off the oven and leave the pavlovas inside with the door slightly ajar until completely cool, about 2 hours. Once cooled, whisk the Greek yogurt until smooth. Top each pavlova base with a dollop of yogurt, then arrange the raspberries, sliced strawberries, and peeled, sliced kiwi on top. Serve immediately.",4,1450,22,5,320,2,290,9,0.3,250,2,80,300,900,2,20,35,20,0.2,2,120,80,0.8,0.2,0.6,1.5,0.4,9,moderate,2
